response,id,time_posted,company_name,location,title,seniority_level,employment_type,yoe,education,salary,programming_languages,ml_skills,data_processing_db,cloud,visualization,big_data,product_skills,description,job_type
200,4104523151,2 months ago,Caltech,"Pasadena, CA",Data Scientist for Enrollment Management,Entry level,Full-time,3,No degree found,"$129,200.00/yr - $160,000.00/yr","['python', 'sql', 'r']",,,,,,,"             caltech is a world-renowned science and engineering institute that marshals some of the world's brightest minds and most innovative tools to address fundamental scientific questions. we thrive on finding and cultivating talented people who are passionate about what they do. join us and be a part of the diverse caltech community.job summaryreporting to the dean of undergraduate admissions, the inaugural data scientist for enrollment management is a member of the undergraduate admissions senior management team and understands admissions and financial aid strategies for undergraduate students and how to harness data and analytics to shape, influence, and model admission decisions, enrollment, and student success. the data scientist will gather, interpret, monitor, and analyze information relating to undergraduate admissions recruitment, policies, procedures, and outcomes. the data scientists will help to build and maintain data pipelines and processes to support these processes. this position will collaborate closely with admissions officers, faculty, and leadership to develop and refine data-driven strategies to inform enrollment and ensure leadership has the data and analysis needed to make informed decisions that advance institutional and division goals.the data scientist will be a critical source of expertise on enrollment management analytics for leaders across the institute. they will have a strategic understanding of the role of enrollment analytics in the support of new student enrollment, student success, student retention and will work diligently to improve data structure and integrity, allowing for more efficient, expeditious, and accurate reporting that informs division strategy and planning. the data scientist will use software engineering, statistics, and machine learning to automate processes and develop solutions to enrollment challenges. working alongside the senior associate director of operations, this position will also support the analysis of existing processes, identify modernization opportunities, and provide streamlined solutions to support end-users in slate.applications will be accepted through february 15, 2025.essential job dutiesdesign and conduct complex data analyses using student application data, demographic information, financial aid data, student success data, and other relevant sources.design, build and maintain data pipelines and processes to inform admissions decisions and outcomes.collaborate on various research teams with caltech faculty, the student success analytics working group, and members of the institutional research office.develop and implement predictive models to inform recruitment, selection, yield, and student success strategies.use data reporting tools available through third parties such as the national student clearinghouse, college board, act, and cofhe data sharing to analyze trends and inform strategies.analyze indicators to understand how enrollment management supports student success.create useful data visualizations and reports to effectively communicate complex findings to both highly technical and non-technical audiences.partner with enrollment management, admissions, financial aid, and marketing teams to translate data insights into actionable strategies.acquire a deep understanding of relevant aspects of undergraduate admissions at caltech. develop relationships with key stakeholders across campus, become familiar with data relating to admissions priorities, and stay abreast with national context (including current events, court cases, and academic researchstay up-to-date on the latest trends and techniques in data science and enrollment management.maintain data security and integrity and ensure compliance with all ferpa regulations.responsible for comprehensive enrollment reporting in partnership with caltech’s institutional research office.proactively seek and locate data, including outside benchmarks or comparative data, to support or refute proposed decisions. may need to collaborate with other organizations to gather data.drive the collection of new data resources and refinement of existing resources. research and propose options for the collection and warehousing of new data, particularly data that is new to the admissions ecosystem. in partnership with institutional research partners, determine appropriate methodology for data extraction, transformation, storage, and usage. develop processes for loading and updating data that are efficient and re-usable. document all data and transformations thoroughly.set the research agenda for the department, working with the senior management team to ensure an on-going commitment to understanding and evaluating our work.develop and implement sophisticated predictive models to identify high-potential applicants with a strong likelihood of success at caltech.contribute positively to other duties and projects as assigned.basic qualificationsmaster’s degree in data science, statistics, computer science, or a related quantitative field.minimum 3 years of experience in a data science role.strong programming skills in python, r, or similar data analysis languages.the ability to construct large sql databases and query them.expertise in building useful and complex data visualizations.extensive experience in and strong passion for empirical research and answering hard questions with data.the ability towork independently within basic guidelines and parameters and with minimal supervision.manage complex projects and meet critical deadlines.establish & maintain effective collaborative working team relationships.work effectively on several projects simultaneously.engage in proactive and creative problem solving.experience with data wrangling, scraping, cleaning, and manipulation.expertise in sophisticated statistical analysis and machine learning techniques.exceptional communication, data presentation, and collaboration skills, with the ability to present complex findings in a clear and concise manner. demonstrated ability to explain sophisticated analyses and technical concepts and conclusions to a non-technical audience.demonstrated ability to work with a wide variety of stakeholders and to develop productive professional relationships across a complex, faculty-led institution of higher education.ability to handle confidential information with a high degree of discretion and tact.a strong analytical mind with a problem-solving approach.a passion for education and a commitment to using data to improve student success.preferred qualificationsphd.data science experience in the education sector.previous experience working in higher education admissions or related field with organizational processes preferred.required documentsresume.cover letter. hiring range $129,200 - $160,000 per yearthe salary of the finalist(s) selected for this role will be set based on a variety of factors, including but not limited to, internal equity, experience, education, specialty and training.as one of the largest employers in pasadena, ca, caltech is committed to providing comprehensive benefits to eligible employees and their eligible dependents. our benefits package includes competitive compensation, health, dental, and vision insurance, retirement savings plans, generous paid time off (vacation, holidays, sick time, parental leave, bereavement, etc.), tuition reimbursement, and more. non-benefit eligible employees will have access to some benefits such as onsite counseling and sick time. learn more about our eeo statement we are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, or national origin, disability status, protected veteran status, or any other characteristic protected by law.caltech is a vevraa federal contractor.to read more equal employment opportunity (eeo) go to eeoc_self_print_poster.pdf. disability accommodations if you would like to request an accommodation in completing this application, interviewing, or otherwise participating in the employee selection process, please direct your inquiries to caltech recruiting at                                 show more                                                show less                          ",
200,4165792372,2 weeks ago,Share Ventures,"Los Angeles, CA",Senior Backend/AI Engineer,Mid-Senior level,Full-time,5,No degree found,No salary found,['python'],,,,,,,"   about the stealth venture at share ventureswe’re building, a next-generation, science-backed behavior changer that reimagines how people align their time with purpose. incubated as a stealth venture at share ventures, it integrates with calendars, wearable sensors, and lab data to deliver personalized services.the roleas a senior backend/ai engineer, you’ll build the systems that power this personal coaching experience. your work will directly impact how people spend their time and whether they achieve what matters most to them.what you’ll do- build the ai and backend systems that enable personalized coaching at scale- develop agentic workflows for integrations, protocols, assessments, and interventions- benchmark and improve the quality of coaching interactions and outcomes- create infrastructure for processing behavioral signals and delivering timely guidance- implement systems that continuously evaluate and enhance coaching effectiveness- collaborate with behavioral scientists to translate research into persistent behavior changewhat you’ll need- 5+ years of backend engineering experience- strong skills in python (our backend uses fastapi)- experience using ai for coding and working with ai product tools and platforms- knowledge of cloud platforms and scalable system design- ability to handle sensitive data responsibly- passion for building tools that help people live betternice to have- background in behavioral science or psychology- experience with conversational ai or voice interfaces- prior work in health, wellness, or productivity applicationswhy join usthis is a chance to work on something that matters. we’re not optimizing ad clicks or building another food delivery app. we’re creating technology that helps people spend their limited time on what truly matters to them.you’ll work with a talented team that cares about making a real difference, with competitive compensation and flexible work arrangements.if you’re excited about using your technical skills to help people live more purposeful lives, we want to hear from you.we’re committed to building a diverse and inclusive team.                         show more                                                show less                          ",
200,4184286284,4 days ago,Cisco,"Los Angeles, CA",AI Solutions Engineer - SLED West,Not Applicable,Full-time,2,bachelor’s,"$257,400.00/yr - $326,700.00/yr",['python'],"['pytorch', 'reinforcement learning', 'tensorflow']","['dask', 'spark']",,,,,"   what you’ll doas a solutions engineer – artificial intelligence (ai), you will serve as a trusted technical leader and advisor, specializing in positioning comprehensive ai solutions in public sector sled. you will collaborate with data and research scientists, application developers, and it professionals at educational institutions (higher education and k-12), healthcare organizations, and state and local government agencies. in this pre-sales role, you will work closely with stakeholders to identify impactful ai use cases, assess infrastructure needs, and design full-stack solutions that drive client success. you will navigate the complexities of both on-premises and cloud-based solutions, effectively articulating the strategic benefits and value of each approach. this position requires a strong combination of technical expertise, consultative abilities, and the capacity to communicate complex technical concepts clearly to audiences ranging from engineers to executives.who you’ll work withyou’ll be an integral cloud + ai infrastructure team member, which acts as the strategic go-to-market engine for data center transformation and growth across the americas. you will collaborate with internal teams, including sales, engineering, product development, partners, and customers. your work will enable the broader team to capitalize on emerging market trends, activate new opportunities to position cisco datacenter solutions and drive client transformation. you will engage with cross-functional teams to share insights, align on best practices, and amplify your impact in the ai infrastructure space.who you areyou are a thought leader who builds excitement and deepens understanding of ai solutions across internal and external teams. you excel at connecting with clients to translate their ai ambitions into actionable infrastructure strategies. your comprehensive knowledge of datacenter requirements for ai, combined with proficiency in ai software development positions you to design and showcase solutions that meet complex public sector needs. you’re adept at presenting the unique benefits of on-premises ai infrastructure, especially in scenarios where data security, compliance, and latency are critical. your strong communication skills, coupled with a proactive, problem-solving mindset, make you an essential partner in promoting ai advancements. travel flexibility is essential to engage with clients and participate in industry events. minimum qualifications:  6+ years of technical consulting experience: proven track record of advising and guiding clients through complex technological transitions, focusing on the successful adoption and integration of innovative infrastructure solutions.  2+ years of technical pre-sales experience: proven experience in technical pre-sales, specifically in designing and selling datacenter solutions while effectively communicating the value to clients.  ai/ml experience: in-depth experience ai/ml technologies, including working with advanced models such as transformers, deep neural networks, and reinforcement learning. strong proficiency in working with ai frameworks such as tensorflow, pytorch, and llm development tools. experience building ai pipelines that streamline the model development and deployment process, ensuring smooth integration with application and infrastructure resources. experience with hardware accelerators such as gpus and dpus, with knowledge of their utilization and sizing to scale ai infrastructure effectively for various use cases.  programming skills: must possess solid programming experience in python or rust, demonstrating the ability to develop, optimize, and deploy ai and data-centric applications.  preferred qualifications:  education: bachelor’s degree in computer science, computer engineering, electrical engineering, or a related field. an advanced degree is a plus.  consultative approach and strategic insight: exceptional consultative skills to guide education, government, and healthcare institutions through strategic discussions on the value of adopting ai solutions. capable of uncovering opportunities for ai implementation that align with the institution’s mission and goals.  technical pre-sales expertise: proven experience in a pre-sales role engaging with public sector agencies and institutions to understand their unique challenges and develop comprehensive ai infrastructure solutions. skilled in communicating complex technical concepts effectively to various stakeholders, from technical teams to senior leadership.  experience with ai software development: practical experience developing, deploying, and optimizing ai software. familiarity with distributed computing frameworks (e.g., apache spark, dask), parallel computing paradigms, and performance optimization for machine learning models. skilled in python, c++, and rust, as well as libraries and tools specific to ai model development.  ai hardware proficiency: expertise in hardware accelerators like nvidia gpus (e.g., a100, h100) and dpus, understanding their role in boosting ai performance and scaling large models for various applications.  public sector use case knowledge: understanding of ai use cases across the public sector, including: citizen services: ai-driven chatbots, automated response systems, and data analysis to enhance public service delivery and improve government-citizen interactions.  education: ai tools that personalize learning experiences, provide predictive insights for student performance, and optimize administrative operations for educational institutions.  healthcare: advanced ai applications that power medical research, streamline patient data management, enable predictive analytics for disease prevention, and support health solutions for broader patient access.  value of full-stack ai solutions: demonstrated ability to articulate the value of full-stack ai solutions that span the entire lifecycle—from data collection and preprocessing to model training, deployment, and optimization. emphasize how integrating software, hardware, and infrastructure ensures seamless execution and performance, minimizes compatibility issues, and reduces the time-to-value for ai projects.  understanding datacenter infrastructure for ai: understanding of datacenter infrastructure requirements to support ai workloads. this includes familiarity with research computing clusters, scalable storage solutions like nvme, and ethernet network capabilities needed for data-intensive ai operations and how to optimize resource allocation for ai workloads.understanding of high-performance computing environments in universities and medical research institutions is a plus.  cloud and hybrid expertise: ability to design and implement cloud, on-premises, and hybrid solutions that cater to specific needs. strong ability to highlight the benefits of on-premises solutions, such as enhanced data security, full control over data and resources, lower latency for real-time applications, and cost predictability for high-volume ai workloads.  engaging communication and presentation skills: capable of developing and delivering impactful presentations and workshops that demonstrate the strategic and technical benefits of full-stack ai solutions to diverse audiences.  collaborative team player: strong record of working with cross-functional teams, including sales, engineering, and product development, to deliver comprehensive solutions that align with client goals. we will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, perform crucial job functions, and receive other benefits and privileges of employment. please contact us to request accommodation.why cisco #wearecisco. we are all unique, but collectively we bring our talents to work as a team, to develop innovative technology and power a more inclusive, digital future for everyone. how do we do it? well, for starters – with people like you!nearly every internet connection around the world touches cisco. we’re the internet’s optimists. our technology makes sure the data traveling at light speed across connections does so securely, yet it’s not what we make but what we make happen which marks us out. we’re helping those who work in the health service to connect with patients and each other; schools, colleges, and universities to teach in even the most challenging of times. we’re helping businesses of all shapes and sizes to connect with their employees and customers in new ways, providing people with access to the digital skills they need and connecting the most remote parts of the world – whether through 5g, or otherwise.we tackle whatever challenges come our way. we have each other’s backs, we recognize our accomplishments, and we grow together. we celebrate and support one another – from big and small things in life to big career moments. and giving back is in our dna (we get 10 days off each year to do just that).we know that powering an inclusive future starts with us. because without diversity and a dedication to equality, there is no moving forward. our 30 inclusive communities, that bring people together around commonalities or passions, are leading the way. together we’re committed to learning, listening, caring for our communities, whilst supporting the most vulnerable with a collective effort to make this world a better place either with technology, or through our actions.so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool. pop culture geek? many of us are. passion for technology and world changing? be you, with us! #wearecisco                                 show more                                                show less                          ",
200,4138405677,1 month ago,Gensler,"Los Angeles, CA",Design Technology Data Scientist,Not Applicable,Full-time,10,master’s,"$120,000.00/yr - $150,000.00/yr","['r', 'sql', 'python', 'dax']",['genai'],"['cosmos db', 'databricks']","['azure', 'databricks']","['plotly', 'streamlit', 'seaborn']",,,"   your roleplaced at the heart of gensler’s people + process + technology the global design technology studio drives the firm’s digital transformation of our creative and project delivery practices throughout the globe. our ultimate outcome is to co-create a design technology ecosystem that enables our practitioners to leverage the most advanced methodologies and technological solutions reaching a new level of creativity and delivering the most impactful designs to our clients. so, if you are a disruptive technologist that’s ready to change the world with big and impactful ideas, we want you to join our growing and innovative award-winning team!the global design technology studio at gensler is looking for a data scientist to join our team. in this role you will bring crucial leadership and capability into our design technology team that is delivering innovative solutions connecting the data and outcomes from our designs to our practitioners, projects, and clients through a highly creative and collaborative culture. you will be required to demonstrate strong technical aptitude with traditional and cutting-edge methodologies for the collection, management, analysis, synthesis, and assessment of large datasets with an objective of identifying trends, insights, and opportunities for improvement.what you will docollaborate with the data team to develop, train and deploy ml classification algorithms leveraging a continuous flow of data originating and extracted from data-rich design authoring toolsleverage the outcomes of trained data models to explore trends and define insights in alignment with business and client needsdefine and develop data pipelines in ms azure to deliver data and insights via web apis into data visualization platforms and other gensler ip in partnership with data engineering colleaguescollaborate with studio colleagues on strategies & innovative solutions for driving insights back into early stages of the design processresearch opportunities and implement the integration and correlation of additional datasets such as geospatial data, proprietary data, and operational dataresearch emerging technologies in the aec space and make recommendations on build vs. buy strategiessupport r&d of future strategic insights initiativessupport a fast-growing data-driven design community of practitioners in the firmsupport and drive technical upskilling of project teams to implement sophisticated powerbi solutions on projectsparticipate in the convergence of multiple aspects of our overall digital strategy with data and insights generation in alignment with business goalsyour qualificationsbachelor's or master’s degree in data science, statistics, applied math, or computer science, along with equivalent practical experience in applied data, data engineering, and or data science.10+ years of strong practical experience in statistical analysis, machine learning, and / or predictive modeling (aec industry experience a plus)ability to work in a highly creative environment and collaborate on solutions to complex problemstrack record of staying current with best practices and new technology solutionsproficiency with azure services such as azure machine learning, azure databricks, and azure data factory leveraging data sources from sql and no sql data sources such as graph, cosmos db, json in blob storage, and vector databasesproficiency in sql, python and r (or equivalent) programming languages for data manipulation, analysis, and model developmentexperience with various machine learning & generative ai technologies, performance evaluation and creating end-to-end ml pipelines in azureexperience with generative ai models & development frameworks, specifically around llms and nlpunderstanding of data governance practices, data privacy regulations, and security best practicesproficiency with data visualization tools like powerbi (dax, power query, etc.) as well as tools for visualizing ml and genai apps such as plotly, seaborn, d3 and / or streamlit.experience with using git + source control in a team environmentexperience with microsoft fabric is a plusexperience with development of serverless compute services like azure functions a pluscomputer vision experience is a plusexperience in rest api service development a plusc# as well as event-driven architectures is a plusazure (or other cloud provider) certifications a plusour target base compensation range in los angeles is $120-130k plus bonuses and benefits and contingent on relevant experience*our target base compensation range in san jose and san francisco is $140-150k plus bonuses and benefits and contingent on relevant experience*life at genslerat gensler, we are as committed to enjoying life as we are to delivering best-in-class design. from curated art exhibits to internal design competitions to “well-being awareness week,” our offices reflect our people’s diverse interests.we encourage every person at gensler to lead a healthy and balanced life. our comprehensive benefits include medical, dental, vision, disability, wellness programs, flex spending, paid holidays, and paid time off. we also offer a 401k, profit sharing, employee stock ownership, and twice annual bonus opportunities. our annual base salary range has been established based on local markets.as part of the firm’s commitment to licensure and professional development, gensler offers reimbursement for certain professional licenses and associated renewals and exam fees. in addition, we reimburse tuition for certain eligible programs or classes. we view our professional development programs as strategic investments in our future.                                 show more                                                show less                          ",
200,4175762082,6 days ago,Ascent Developer Solutions,"Los Angeles, CA",Data Science Associate,Entry level,Full-time,5,bachelor’s,No salary found,"['python', 'sql']","['tensorflow', 'keras', 'pytorch']",,,"['matplotlib', 'tableau']",,,"   about ascentascent developer solutions is a leading private lending platform, serving real estate developers nationwide in the acquisition, renovation, and construction of residential real estate. founded by a leadership team with a deep understanding and personal experience in virtually every facet of real estate development, ascent is uniquely positioned to create custom, innovative lending solutions for a variety of real estate development business strategies.the roleour data science associate will consult with various leaders in our business to track company/competitor performance, solve business problems using data, and influence our investments in data. they will also be responsible for mentoring junior analysts.the workdata and analysistake the lead in building predictive models including potential borrowers, defaults, and quality/valuations of properties for potential lending activitiesidentify new business opportunities through tracking competitor trends and keeping management aware of developer lending market trends and insights support the team with ongoing research of machine learning and artificial intelligence trends. develop methods for evaluating and selecting large language models (llms) for deployment. analyze social networks for trends and insights working with graph data assist in fostering a culture of test & learn within the company leadership serve as analytics consultant to a broad variety of line-of-business teams partner with technology teams on product changes and impacts on data/performance mentor junior analysts on various data science techniques your skills and experience analytics experience in residential real estate (sfr/mfr), mortgage, or banking required bachelor’s degree in a quantitative field 5-7 years of experience in analytical or consulting roles strong data science skills, especially in sql and with ai/ml related python libraries such as pytorch, tensorflow, matplotlib, pycaret, and keras. conceptual knowledge of llm’s. strong knowledge of statistics, hypothesis testing, and setting up experiments visibility to data visualization tools such as powerbi or tableau must have deployed several models to production. exposure to data engineering skills strong communication and partnership skills, effective cross-department collaboration skills self-starter who can work under limited supervision mentoring skills to help develop junior analysts the paysalary range is $130,000-$150,000 per year, with a discretionary bonus of 25% per yearthe work environmentthis role works on-site from ascent's encino office, monday - thursday (fridays are work-from-home).full-time, 40 hours per week; must be available for occasional overtime.some nights and weekends required.ascent’s benefitswe offer a comprehensive benefits package designed to support your health, well-being, and work-life balance. our benefits include five health plans, four dental plans, health savings and flexible spending accounts, vision coverage, and other optional benefits to choose from.ascent’s pledgewe pledge to be fair and considerate in hiring and promoting individuals, ensuring everyone can contribute their fullest potential regardless of background, identity, or personal circumstances. by promoting equal opportunity, we not only enhance our workplace but also contribute to a more just and equitable society. at ascent, we stand united in building a community where everyone is empowered to succeed. thank you for joining us on our journey towards a more inclusive future.the pay range for this role is130,000 - 150,000 usd per year (los angeles, ca)                                 show more                                                show less                          ",
200,4180037538,5 days ago,"NexInfo Solutions, Inc.","Santa Monica, CA","Manager - Scientific - II (RWE, RWD)",Mid-Senior level,Contract,4,master’s,No salary found,['r'],,,,,,,"   about nexinfo:nexinfo is a specialized consulting firm focused on enhancing business processes and automation in supply chain and product lifecycle management. our industry-experienced team delivers expert solutions in business process design, software implementations, managed services, staff augmentation, and saas solutions. with a commitment to innovation and best industry practices, we help businesses optimize operations from inventory management to full-scale business transformations across industries.job title: real world evidence (rwe) analystlocation: santa monicajob description:kite, a gilead company, is seeking a real world evidence (rwe) analyst to join our medical affairs rwd platform team. this role will report to the rwd platform lead and play a key role in conducting timely, relevant, and rigorous analyses of real-world data (rwd) to address critical research questions. the analyst will work with a wide range of real-world databases licensed across gilead and kite, ensuring adherence to the highest rwd methodologies and best practices. additionally, the analyst will contribute to cross-functional initiatives and collaborate with kite biometrics and the rwe analytics group within the clinical data sciences – rwe organization of gilead.key responsibilities:support the development and provide critical appraisal of study protocols for research projects utilizing rwd (e.g., medical claims, ehr, and observational registry databases).partner closely with internal and external stakeholders, including the biostatistics and programming team, to develop statistical analysis plans using descriptive and complex study designs.lead or support the generation of code lists and identification of claims- or rwd-based algorithms applicable to rwd research through internal/external collaboration and literature review.conduct data analyses and quality control (qc) using claims, ehr, and registry databases in collaboration with internal and external teams.perform thorough data reviews to ensure quality and reliability of primary and secondary data collected.communicate study results effectively to internal and external audiences.manage stakeholder expectations regarding strategic objectives and research execution.support cross-functional initiatives to refine internal procedures, workflows, and best practices for rwd research.basic qualifications:master’s degree in epidemiology, biostatistics, statistics, or a related discipline from an accredited institution.4+ years of experience working with rwd (academia, contract research organization, or biopharma industry).preferred qualifications:doctoral degree in epidemiology, biostatistics, statistics, or related discipline.4+ years of oncology research experience (highly preferred).prior experience using rwd for regulatory applications, post-marketing studies, and pharmacovigilance.experience working with flatiron ehr and/or chart review data from clinical sites.expertise in claims-based rwd (e.g., optum, healthverity) and prior experience applying them in oncology research.proficiency in advanced statistical methods for complex study designs.strong programming skills in statistical analysis tools (e.g., sas, r).excellent interpersonal, communication, and study management skills.strong ability to present study results clearly to cross-functional teams while maintaining scientific integrity.ability to thrive in a fast-paced, dynamic, and matrixed environment.💡 join us in shaping the future of oncology research with real-world data insights! apply now or reach out for more details.                         show more                                                show less                          ",
200,4062146822,1 week ago,Riot Games,"Los Angeles, CA","Principal Software Engineer (ML Focused) - League Studio, League Data Central",Not Applicable,Full-time,10,bachelor’s,"$218,300.00/yr - $304,300.00/yr",,['reinforcement learning'],['kafka'],,,['kafka'],['mlops'],"             riot engineers bring deep knowledge of specific technical areas but also value the opportunity to work in a variety of broader domains. our engineers are player-focused and aim to find solutions that make players excited to experience our games. principal engineers, at riot, are often called on to help with the hardest problems on a project by using their expertise to find creative solutions and being hands-on in writing code.as a principal software engineer on the league data central team, you'll spearhead the development of cutting-edge, ml-powered game features and robust backend services that process data at a global scale. your expertise will shape our technical direction, creating data products that elevate the experience for players, rioters, and the entire league studio ecosystem. league studio includes league of legends, team fight tactics and wild rift has over 150 million monthly active users.your role extends beyond coding – you'll be a visionary leader, defining domain architecture and aligning technology strategies with enterprise goals. you'll mentor teams, drive innovation, and champion data-driven solutions that showcase the immense value of our work.from high-throughput data pipelines to live ml models interfacing directly with our games, you'll push the boundaries of what's possible in data technology. your executive presence and industry insight will be crucial as you guide us towards the bleeding edge, always weighing the tradeoffs to make informed decisions.reporting to the league data central engineering manager, you'll be at the forefront of riot's data revolution, empowering our teams to create unparalleled experiences for players and rioters alike. join us in shaping the future of gaming through the power of data. this role will be based out of los angeles.responsibilities:set, lead, and contribute to technical vision and direction, using your expertise to guide tough technical decisionslead technical design and implementation of solutions to complex data problemsdrive collaboration and alignment with stakeholders within our business unit and beyondmentor and coach to lift the expertise of the engineering and data science teamspromote adherence to engineering excellence including code maintainability, quality, monitoring, operational excellence, and documentationconstantly innovate to improve player experience and unlock the value of data at riotrequired qualifications:bachelor’s degree in computer science or a related field, or equivalent experienceprior experience as a technical leader setting technical vision and building alignment with senior level engineering leaders across multiple teams10+ years of software development experience, with a focus on data systems and live machine learning systemsexperience developing large-scale, performant, distributed data solutions on cloud infrastructure deep hands-on experience in complex system design, object-oriented system design, scale, and performance tuning.deep hands-on experience in complex event driven architectures in a variety of technologiesstrong expertise in both kafka and sparkexperience in microservice architecturesstrong background in mlops practices, including ci/cd for ml, automated testing, and model monitoringdesired qualifications:experience building test automation and ci/cdaws preferredexperience with reinforcement learning and its application in interactive systems or gamesgame engineering and architecturefor this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. we will be looking at your past studies, experience, and your personal relationship with games. if you embody player empathy and care about the experiences of players, this could be the role for you!our perks:riot focuses on work/life balance, shown by our open paid time off policy and other perks such as flexible work schedules. we offer medical, dental, and life insurance, parental leave for you, your spouse/domestic partner, and children, and a 401k with company match. check out our benefits pages for more information.riot games fosters a player and workplace experience that values teamwork embodied by the summoner's code and community code. our culture embraces differences as a strength, and our values are the guiding principles for how we approach work. we are committed to putting diversity and inclusion (d&i) at the center of everything we do, and promoting a fair and collaborative culture where rioters treat one another with dignity and respect. we encourage you to read more about our value of thriving together and our ongoing work to build the most inclusive company in gaming.it’s our policy to provide equal employment opportunity for all applicants and members of riot games, inc. riot games makes reasonable accommodations for handicapped and disabled rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law. we consider for employment all qualified applicants, including those with criminal histories, in a manner consistent with applicable federal, state and local law, including the california fair chance act, the city of los angeles fair chance initiative for hiring ordinance, the los angeles county fair chance ordinance for employers, the san francisco fair chance ordinance, and the washington fair chance act.per the los angeles county fair chance ordinance, the following core duties may create a basis for disqualifying candidates with relevant criminal histories:safeguarding confidential and sensitive company data communication with others, including rioters and third parties such as vendors, and/or players, including minorsaccessing company assets, secure digital systems, and networksensuring a safe interactive environment for players and other riotersthese duties are directly related to essential operations, safety, trust, and compliance obligations within our organization. please note that job duties may evolve based on business needs and additional responsibilities may be assigned as necessary to maintain operational efficiency and security. (los angeles only) base salary range between $218,300.00 - $304,300.00 usd + incentive compensation + equity + 401k with company match + medical, dental, vision, and life insurance + short and long-term disability + open pto.                         show more                                                show less                          ",
200,4058085294,5 months ago,PRIMUS Global Technologies Pvt Ltd,"Los Angeles, CA",Clinical Data Scientist – 56099,Mid-Senior level,Full-time,,masters or bachelors,No salary found,"['r', 'matlab']",,,,,,,"             we have an immediate long-term opportunity with one of our largest clients for a position of clinical data scientist, to work in los angeles, ca.rate: 60/hr - $65/hr. on w2skills & qualificationsexperience with analytical software tools such as r, sas, matlab, pythonph.d. or masters/bachelors in biomedical engineering, health/biomedical sciences, epidemiology, statistics or related field preferred.excellent data analysis skillsstrong knowledge of statistical methods excellent written skills, with proven ability to prepare scientific manuscriptsall successful candidates for this position are required to work directly for primus. no agencies please only w2**for immediate consideration please contactshubhamprimus global servicesphone no: 972-753-6500 x 403email: jobs@primusglobal.com                                 show more                                                show less                          ",
200,4124657986,2 months ago,Zefr,"Marina del Rey, CA",Staff Data Scientist,Entry level,Full-time,7,master's,"$235,000.00/yr - $250,000.00/yr","['python', 'sql']","['onnx', 'computer vision', 'pytorch']","['dbt', 'kafka', 'snowflake', 'dynamodb', 'pandas']","['terraform', 'kubernetes', 'docker', 'aws', 'gcp', 'github actions']",,"['kafka', 'kubernetes', 'terraform']",,"   what we dozefr is the leading global technology company enabling responsible marketing in walled garden social environments. zefr’s solutions empower brands to manage their content adjacency on scaled platforms such as youtube, meta, tiktok, and snap, in accordance with industry standard frameworks. through its patented ai technology, zefr offers brands and agencies more accurate and transparent solutions for social walled gardens. the company is headquartered in los angeles, california, with additional locations across the globe.what you’ll dowe are hiring a staff data scientist to help us build and use state of the art machine learning models using multiple terabytes of data. in this role you will implement machine learning algorithms to understand what hundreds of millions of social media posts are about. you will be working with state of the art models, including large language models, to build sophisticated compound ai systems. we are excited to welcome someone who is passionate about cutting edge research in machine learning, computer vision, natural language processing, and vector databases. we want an individual who can keep up to date with the ever-expanding field of data science. this is a role where we both expect to learn from you and have you learn from us!tech stacklanguages: python, sqldata stores: snowflake, qdrant, dynamodb, scylla dbdata processing: apache kafka, pandas, dbt, fastapidevops: github actions, docker, terraform, kubernetes, argocd, aws, gcp, datadogmlops:triton inference server, weights and biases, onnx, tensorrt, dvcml: transformers, pytorch, huggingfacelabeling: voxle51, labelboxwhat we’re looking forbachelor's or master's degree in computer science or related field with 7+ years of professional experienceexperience with training classifiers, encoders, and generative models (llms) both from scratch and via fine tuning.fluency with python and sql (specifically snowflake)experience with distributed systems and machine learning modelsexperience with working with llms and rag systemsstrong foundation in data structures, algorithms and software designthorough testing and code review standards/practicesstrong verbal and written communication skillsopenness to new technologies and creative solutionsbenefits (for us based employees)flexible ptomedical, dental, and vision insurance with fsa optionscompany-paid life insurancepaid parental leave401(k) with company matchprofessional development opportunities14 paid holidays offin-office, hybrid, and fully-remote work options available“summer fridays” (shorter work days on select fridays during the summertime)in-office lunches and lots of free foodoptional in-person and virtual events (we like to celebrate!)compensation (for us based employees)the anticipated base salary for this position is between $235,000 and $250,000. additional stock options are provided with this role. within the range, individual pay is determined by factors such as job-related skills, experience, and relevant education or training. if your compensation expectations fall outside of this range, it may still be worth having a conversation.zefr is an equal opportunity employer that embraces diversity and inclusion in the workplace. we are committed to building a team that represents a variety of backgrounds, skills, and perspectives because we know this only makes us better. we strongly encourage women, persons of color, lgbtqia+ individuals, persons with disabilities, members of ethnic minorities, foreign-born residents, and veterans to apply even if you do not meet 100% of the qualifications.                                 show more                                                show less                          ",
