id,time_posted (days),company_name,location,title,seniority_level,employment_type,job_function,industry,yoe,education,salary,programming_languages,ml_skills,data_processing_db,cloud,visualization,big_data,product_skills,description,job_type
4124393297,0,Miso Robotics,"Pasadena, CA",Join Team Miso,Entry level,Full-time,Other,Automation Machinery Manufacturing,0.0,[],0,,,,,,,,join the team at miso robotics at miso robotics were on a mission to revolutionize the food service industry through advanced automation technology we believe in creating innovative solutions that enhance efficiency and transform the way kitchens operate if youre passionate about cuttingedge technology and want to be part of a team thats driving the future of food service wed love to hear from youwhy work with usinnovative environment be part of a pioneering team thats at the forefront of robotics and aicollaborative culture work alongside some of the brightest minds in the industry in a supportive and inclusive environmentimpactful work contribute to projects that are making a real difference in the world of food servicewho were looking for were always on the lookout for talented individuals across a range of disciplines including but not limited toengineering software hardware roboticsproduct management data science and aioperations sales and marketing customer support general administration finance and accounting supply chain if youre excited about the possibility of joining miso robotics but dont see an open position that matches your skills we encourage you to submit your resume for future opportunities were growing fast and new roles are being added regularly so wed love to stay in touchhow to apply please submit your resume along with a brief note about the roles youre interested in pursuing at miso robotics well keep your information on file and reach out if a role opens up that matches your qualificationsequal opportunity employment miso robotics is an equal opportunity employer we celebrate diversity and are committed to creating an inclusive environment for all employees all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity national origin disability or veteran status show more show less,
4186605071,0,Safeway,"Phoenix, AZ",Sr. Data Scientist,Mid-Senior level,Full-time,Engineering and Information Technology,Retail,3.0,['masters'],0,"['sql', 'python']",['nlp'],"['hadoop', 'databricks', 'spark', 'snowflake']","['databricks', 'azure']",,,,about the company albertsons companies is at the forefront of the revolution in retail with a fixation on raising the bar with innovation and building belonging through our culture our team is rallying our company around a unique purpose to create joy around each table and inspire a healthier tomorrow for every community albertsons companies is one of the largest food and drug retailers in the united states with over 2200 stores in 34 states and the district of columbia our wellknown banners include albertsons safeway vons jewelosco shaws acme tom thumb randalls united supermarkets pavilions star market haggen carrs kings food markets and balduccis food lovers market we support our stores with 22 distribution centers and 19 manufacturing plants bring your flavor building the future of food and wellbeing starts with you join our team and bring your best self to the table bringyourflavor what you will be doing the data science team at albertsons companies is looking for a sr data scientist v to work for the most transformational food and drug retailers in the united states this position may be located in pleasanton ca boise id dallas tx or phoenix az data science at albertsons is inspired to build best in class customer experience and revolutionize the food and drug retail industry we are looking for people who are excited in reimagining the grocery experience by harnessing the power of ai and digital technologies the data science team collects and relies on big data from existing stores and customer interactions at the 2300 stores nationwide and beyond we are a highly driven team that applies data science to delight our customers to improve store operations to optimize supply chain and to proactively improve product lifecycle you will enjoy working with one of the richest data sets in the world cutting edge technology and the ability to see your insights turned into business impacts on regular basis youll work closely with other data scientists and business partners in identifying and defining data science projects building machine learning algorithms and models on top of existing data platforms the candidate will have a background in computer science or a related technical field with experience working with large data sets and applying datadriven decision making a successful candidate will be both technically strong and business savvy with a passion to make an impact through creative storytelling and timely actions you are a selfstarter smart yet humble with a bias for action main responsibilities collaborate with internal stakeholders and build production grade models and machine learning algorithms on largescale datasets apply machine learning and deep learning to generate customer behavior segmentation to enhance recommendation engines and deliver personalized user experience on ecommerce website and loyalty mobile app build data science solutions to fuel growth initiatives for digital personalization marketing and loyalty teams apply statistical analysis to detect anomaly in systems and outliers in operational metrics for operational excellence convey machine learning solutions with intuitive visualizations and effective communications the salary range is 13100000 to 17180000 annually starting salary will vary based on criteria such as location experience and qualifications there may be flexibility for exceptional candidates benefits may include medical dental vision disability and life insurance sick pay accrued based on hours worked ptovacation pay accrued based on hours worked or flexible time off paid holidays 89 days annually bereavement pay and retirement benefits such as 401k eligibility if applicable associates in this position are also eligible for a quarterly bonus what we are searching for masters or ph d degree in quantitative discipline computer science engineering data science math statistics or related mathematically intensive fields such as experimental physics or chemical engineering 4 years of industry experience in applying data science and modeling methodologies regression model survival model ensemble modeling nlp recommendation algorithm clustering deep learning algorithm experimental design multivariateab testing and nonparametric bayesian modeling etc experience with any of the following business analytics practices is preferred marketingrelated analytics including media mix modeling multi touch attribution model personalization and recommendation systems 4 years of experience and proficiency in sql python andor sparkml 4 years of sql development skills writing queries transforming data mining structured and unstructured data 2 years of handson experience in building data science solutions and productionready systems on big data platforms such as snowflake spark hadoop ability to write productionlevel code in python experience with azure databricks is a strong plus what is it like at albertsonsour 290000 associates have a passion for great service and building lasting relationships with our customers through a companywide focus on innovation we are continually enhancing our digital and product offerings making it easy for customers to get what they need wherever they arealbertsons is an equal opportunity employer this company is an equal opportunity employer and does not discriminate on the basis of race gender ethnicity religion national origin age disability veteran status gender identityexpression sexual orientation or on any other basis prohibited by law consistent with applicable state and local law the company will consider for employment qualified applicants with arrest and conviction recordswe endeavor to make this site accessible to any and all users if you would like to contact us regarding the accessibility of our website or need assistance completing the application process please contact us at 18882552269option 4 show more show less,
4048846517,0,BuildOps,"Los Angeles, CA",Backend Engineer,Entry level,Full-time,Engineering and Information Technology,Software Development,3.0,[],150000,"['python', 'java']",,,,,,,at build ops were building a groundbreaking software solution purposebuilt to support todays commercial contractors from helping our customers manage their service department all the way to project management were breaking the mold and building a team that invests in our mission statement we love driven selfmotivated folks experienced in tech startups and thrive in fastpaced environments could you be our next hirethis candidate will join a wellfunded fastgrowing technology startup with the unique opportunity to help build out a critical function for the companyas a member of the team your primary focus will be to help continue to build and enhance our industryleading platform we are looking for a motivated selfstarter who can work in a distributed team environment the daytoday responsibilities are broad and you will ultimately be responsible for shipping highquality software that powers many businesses and shapes the maintenance industrywhat you will dobuild and maintain our backend platform with realtime eventdriven systems services and featureswrite quality code with high test coverage and documentationdevelop support and improve our graph ql and rest apispromote teach and enforce our documentation standardspropose recommendations build prototypes and provide feedbackwork in tandem with the qa engineering team to ship quality and highprecision software coown the short and longterm technical vision of your squad with your teammatesprovide technical mentorship and guidance to engineers within your team and othershelp improve the technical quality of our work through regular technical design code reviews and automated testingshare your technical knowledge and expertisecommunicate effectively with engineers product managers customers partners and other leaderswhat we look forequivalent of 3 years of experience in software engineering roles designing apis integrations platforms and tools used by other engineerswe expect that as an individual contributor you are a role model to more junior engineers you will be expected to shape and guide the technology decisions of your squad while contributing alongside themwrite modern java scriptecmascript code that is clean welltested and reusablestrong communication and technical writing skillsstrong experience with reactjs to develop and test applicationscomponents that work optimistically in a production environmentstrong experience with nodejs using graph ql api using apolloprior knowledge or ability to quickly learn developing in a cicd environment preferredprior knowledge or familiarity with python for backend development a plusfamiliarity with jest unit testing debugging profiling performance monitoringbs ms or ph d from top university in computer science engineering or related fieldsability to work hybrid schedule mondayfriday wfh tuesday thursday in office what we offercompetitive salary and stock options this is a hybrid work at office in santa monica based headquarters 3 times per week company equitystock optionscomprehensive benefits packagework from home stipend and flexible ptomac book computer and accessoriesfastpaced collaborative and dynamic work environmentopportunities for growth and career advancementchance to work with cuttingedge technology and innovative solutionsability to make a significant impact on the growth and success of the companyabout build opsbuild ops is a fastpaced highgrowth startup committed to transforming a 300b industry through an innovative allinone saa s platform leveraging the latest technology were taking commercial specialty contractors from the world of pen and paper to cloudbased datadriven operations our leadership team has deep experience in both the construction and saa s technology industries as well as a resume that includes stanford harvard wharton cornell microsoft and multiple successful startup exitsbuild ops has more than doubled yearoveryear while raising over 140 million in total funding including a recent round in feb 2024 toptier investors like founders fund siemens b capital group bcgs venture arm 01 advisors and more have backed build ops also dick costolo former ceo of twitter just joined our board adding to an impressive group of investorsadvisors including former president of salesforce gavin patterson caa founder michael ovitz nfl legend joe montana former heavyweight champion mike tyson and boost mobile ceo stephen stokolsforbes magazinebuild ops is unique because it addresses the problem of efficiency in construction for an oftenoverlooked audience rather than focusing on large projects or catering to owners they look to the needs of technicianheavy subcontracting firms working in the commercial spacetech crunchthe new financing will be used to support the companys continued growth build ops sells software that integrates scheduling dispatching inventory management contracts workflow and accounting into a single software package for commercial real estate contractors with staff ranging from a few dozen to several hundred employeescrunchbase in a statement former nfl superstar joe montana noted that his firm liquid 2 ventures has an investment thesis in supporting americas working class i just love the idea of making their lives far easier and better he said with build ops you have one solution that does it all and talks seamlessly to every single part of their business from parts to ordering to inventory and more show more show less,
3811190388,0,Cedars-Sinai,"Los Angeles, CA",Clinical Research Data Spec I - Smidt Heart Institute (Dr. Chugh Team),Not Applicable,Full-time,Other,"Hospitals and Health Care, IT Services and IT Consulting, and Research Services",0.0,[],65675,"['r', 'python', 'sql']",['tensorflow'],,,,,,job description grow your career at cedarssinaithe smidt heart institute reflects cedarssinais steadfast dedication to heart disease and research innovation giving patients access to the highest level of care year after year thousands of people trust their hearts to smidt heart institute at cedarssinai our cardiologists cardiac surgeons and niche care teams treat the full spectrum of heart disease and disorders while our investigators continue to advance the field with groundbreaking lifesaving research from genetic counseling and targeted drug therapies to a growing array of minimally invasive procedures cedarssinai continues to stand at the forefront of technology innovation and discovery improving patient outcomesjoin our team and use your skills with an organization known nationally for excellence in researchthe clinical research data specialist i manages the data for assigned research studies this will include crafting forms for data collection clinical data abstraction processing data maintaining record systems and producing project reports for studies ensures compliance with all federal and local agencies including institutional review board our team includes clinicians researchers and students passionate about high impact cardiovascular clinical research as a clinical research data specialist i you will manage the data for assigned research studies this will include crafting pipelines for data collection clinical data abstraction processing data maintaining record systems and producing project reports for studiesadditional responsibilities include the opportunity to participate in making strategic datarelated decisions by analyzing and manipulating data and building models to assist in the clinical and operational setting create sustainable data science infrastructure and adhere to data analysismachine learning standard methodologies perform exploratory data analysis to gauge the need for or appropriateness of sophisticated analytical methods test and validate code to ensure the robustness of data applications act as an advisor or thought partner to collaborators by identifying issues for resolution providing research expertise and summarizing findings collaborate to problem solve and make decisions to achieve desired outcomes establish effective working relationships with crossfunctional teams analysis of research data using applicable analysis applications and packages participate in publications and presentations as an author designs and performs experiments with colleagues and collaborators participates in required training and education programs regarding protecting patient data standard methodologies with research integrity and applicable lawsqualifications educationbachelor of arts orbachelor of science orequivalent combination of education and experience preferred degrees computer science electrical engineering physics math statistics or equivalent experience crucial skills include proficiency using python r and sql including py torch tensorflow and scipy cuda experience desirable but not essential relevant background experience includes clinical and or statistical training or work experience in conjunction with a biostatistician may perform sophisticated statistical analysis for publicationphysical demand able to perform moderate lifting able to sit stand and walk for prolonged periods of time able to read papers and online documents able to operate standard office equipment able to exercise physical ability and perspective acuity to satisfactorily perform essential job functionsabout us cedarssinai is a leader in providing highquality healthcare encompassing primary care specialized medicine and research since 1902 cedarssinai has evolved to meet the needs of one of the most diverse regions in the nation setting standards in quality and innovative patient care research teaching and community service today cedars sinai is known for its national leadership in transforming healthcare for the benefit of patients cedarssinai impacts the future of healthcare by developing new approaches to treatment and educating tomorrows health professionals additionally cedarssinai demonstrates a commitment to the community through programs that improve the health of its most vulnerable residentsabout the team cedarssinai is one of the largest nonprofit academic medical centers in the us with 886 licensed beds 2100 physicians 2800 nurses and thousands of other healthcare professionals and staff choose this if you want to work in a fastpaced environment that offers the highest level of care to people in the los angeles that need our care the mostreq id hrc1365483aworking title clinical research data spec i smidt heart institute dr chugh teamdepartment heart institute business entity cedarssinai medical center job category academic research job specialty research studies clin trial overtime status nonexemptprimary shift day shift duration 8 hour base pay 2339 3976 show more show less,
4160983481,0,FIGS,"Santa Monica, CA","Software Engineer, Backend",Entry level,Full-time,Engineering and Information Technology,Retail Apparel and Fashion,2.0,[],157500,['java'],,,"['kubernetes', 'aws', 'terraform']",,"['kubernetes', 'terraform']",,figs is on the lookout for a software engineer who will focus on exciting initiatives that will have great impact on our performance marketing outcomes and deliverables this individual will be proficient in java spring boot aws kubernetes fluxargo terraformcdk elastic search and post gres as we continue to broaden our technological vistas and global market outreach we seek a motivated engineer keen on exploring both advanced backend technologies and scalable cloud solutionswhat youll dobackend development contribute to the design development and optimization of figs backend services aiming for resilience performance and scalability under the guidance of senior engineerscloud kubernetes integration assist in integrating our applications and services within aws and kubernetes leveraging tools such as flux and argo for git ops workflows under the mentorship of seasoned engineersinfrastructure as code support the use of terraform or aws cdk to efficiently create manage and orchestrate cloud infrastructure componentsdatabase management aid in building robust database solutions with post gres and optimize search functionalities with elastic searcharchitectural assistance participate in architectural discussions focusing on scalability performance and reliability learning from the architectural decisions madeteam collaboration work closely with fellow engineers absorbing best practices especially concerning java and cloudnative technologiesoperational support assist in engineering decisions considering aspects from cost efficiency to data security under the guidance of senior leadershipabout you3 years in software development with a solid foundation in java spring boot and related backend technologies1 years of handson experience with aws kubernetes and terraformcdkproven experience in designing and scaling complex enterprise applications demonstrable experience with elastic search and post gres tactical thinker boasting both technical prowess and a knack for aligning technology with business goals bonus points forfamiliarity with ecommerce platforms such as shopify sales force spree or big commerceexposure to marketing technologies like iterableexperience with content management systems especially contentfulexposure to modern cicd tools and practices for javabased applicationswhat youll bringexcellent communication skillscollaboration we work in small crossfunctional teams and as individual engineers tackling challenges togetherpositive attitude selfstarters who love solving problems with technologiesa strong work ethic integrity and an ownership mindsetother essentialseagerness to learn at figs solutionoriented individuals thrive specific experience with our tech stack is valued yet a natural curiosity and proven experience with comparable technologiescoupled with a rapid learning abilityare vitala excellent communication skills direct communication between our engineers and product managers is crucial an ability to understand requirements identify edge cases and clearly document your engineering decisions is essential for your and the teams successcollaboration spirit were a closeknit team whether working as a unit or individually your collaborative spirit is keyoptimistic outlook were all about a positive attitude and tackling challenges headon if you share this outlook wed love to meet youfigs compensation and benefits pay range at figs your base salary is one part of your total compensation package this roles base salary range is between 150000 and 165000 actual base salary is determined based on a number of factors including but not limited to your relevant skills qualifications and years of experience additional compensation and benefits equity all figs employees have the opportunity to own shares of figs stock through our newhire equity program additionally figs provides a discount when purchasing figs stock voluntarily through our figs employee stock purchase plan annual bonus this position is eligible to participate in the figs annual bonus program other compensation and benefits offered include comprehensive benefits and perks package focused on your wellbeing including premium medical dental and vision coverage and full access to wellness services through breethe and classpass 100 figssponsored life insurance and disability insurance amazing 401k program with a company match up to the first 6 of your contribution generous paid time off we have 12 company holidays for salaried team members we offer flexible vacation for our hourly team members we offer up to 3 weeks of accrued vacation meaningful time away for baby bonding including parental leave new parent care meals and a transition back to work for primary caregivers figs sponsored uber eats voucher for inoffice weeks personalized discount code for 50 off all figs products along with a separate code to share with family and friends to enjoy a 25 discount sitewide access to figs vet discounted pet daycare discounted pet insurance and so much morebenefits eligibility is determined by hour requirements and length of service a little bit about usfigs inc is a founderled directtoconsumer healthcare apparel and lifestyle brand that seeks to celebrate empower and serve current and future generations of healthcare professionals we redefine what scrubs are by creating technically advanced apparel and products that feature an unmatched combination of comfort durability function and style all at an affordable price with the largest dtc platform in healthcare apparel we sell our products to a rapidly growing community of loyal customers through these customer relationships figs has built a community and lifestyle around a profession revolutionizing the large and fragmented healthcare apparel market and becoming the industrys categorydefining healthcare apparel and lifestyle brandour threads for threads initiative is integral to our mission to improve the lives of healthcare professionals on a global scale founded alongside figs in 2013 threads for threads donates scrubs to healthcare professionals working in resourcepoor countries around the worldfigs considers all qualified applicants including those with criminal histories eg arrests or conviction records for employment in accordance with applicable state and local laws including the city of los angeles fair chance initiative for hiring ordinance the los angeles county fair chance ordinance for employers and the california fair chance actfor information about how we process information in connection with your application view our employee applicant privacy policy linked in the footer below show more show less,
4190471053,0,STAND 8 Technology Consulting,"Los Angeles County, CA",ServiceNow Developer (Integrations),Entry level,Contract,Information Technology,"Technology, Information and Internet",3.0,['masters'],145600,,,,,,,,stand 8 provides end to end it solutions to enterprise partners across the united states and with offices in los angeles new york new jersey atlanta and more including internationally in mexico and indiaare you an expert service now developer and want to truly make a positive impact come and join us in building an awesome brandnew greenfield service now instance within our global media entertainment client our technology solutions team is seeking a service now developer to join our team the service now developer will be the technical subject matter expert responsible for the design development administration and rollout of solutions on the service now platform the service now developer will collaborate with internal customers scrum masters solution and product leads and other developers to design develop test and deploy features enhancements fixes and configuration changes needed to support the service now transformation project we are setting up interviews now and if youd enjoy contributing to building a worldclass brand new global snow instance wed love to hear from you responsibilities customer engagement participate as a domain expert in customerfacing meetings to discuss service management processes and featuresdocumentation document workflows processes and results of business analysisrequirements analysis develop a thorough understanding of customer requirements and assist the project team in applying industry best practices and detailed knowledge of service now to design optimal solutionsapplication design assist the project team in translating application functionality into application architecture and produce business functionality requirementswireframesmockups create wireframesmockups for user stories review them with customers and gather feedbackrisk management identify and document risks and constraints related to requirementsuser stories break down documented requirements into epics and decompose them into user stories and acceptance criteriatesting assist and lead test plan development and execution perform functional tests on each configured storyquality management assist in quality management reviews to ensure all business and design requirements are metchange management support organizational change management ocm efforts by providing information on the to be solutiontraining assist develop and deliver enduser trainingautomated testing assist in the development of automated tests in service nowqualifications4 years of experience with it service management solutions in an enterprise environment preferably service now3 years of experience in business processes and business analysis in a software application environment3 years of experience designing and developing process workflows capturing and writing requirements user stories and acceptance criteria3 years of experience developing and maintaining system lifecycle documentationunderstanding of both functional and nonfunctional software testingstrong understanding of the service now application suite covering itsm itom and itbm areassuperior attention to detail with excellent written and verbal communication skillsability to understand complex business needs and adapt appropriatelyability to learn and adapt to new solutions applicable to the service now platformexcellent knowledge of best practices and understanding of industry trendsdesired certified service now master architect or certified service now developer or certified service now implementation specialist or certified service now administratoritil v3 or itil 4 certification or equivalent practical experiencecomfortable leading in both technical and organizational contextsexperience working on projects with large globalmultinational corporationsrelevant software development certificationsexperience maintaining version control systems git etcexperience with automation and dev ops practicesability to communicate effectively both written and verbally to stakeholders and developersability to execute within a fastpaced agile processadditional details the base range for this contract position is 6575per hour depending on experience our pay ranges are determined by role level and location the range displayed on each job posting reflects the minimum and maximum target for new hires of this position across all us locations within the range individual pay is determined by work location and additional factors including jobrelated skills experience and relevant education or training qualified applicants with arrest or conviction records will be considered benefits medical coverage and health savings account hsa through anthem dentalvisionvarious ancillary coverages through unum401k retirement savings plan companypaid employee assistance program eapdiscount programs through adp workforce now about us stand 8 provides endtoend it solutions to enterprise partners across the united states and globally with offices in los angeles atlanta new york mexico japan india and more stand 8 focuses on the bleeding edge of technology and leverages automation process marketing and over fifteen years of success and growth to provide a worldclass experience for our customers partners and employees our mission is to impact the world positively by creating success through people process and technology check out more at wwwstand8io and reach out today to explore opportunities to grow together show more show less,
4175197216,0,Eleven Recruiting,"Agoura Hills, CA",Application Developer,Mid-Senior level,Contract,Information Technology and Engineering,Financial Services,3.0,[],101795,"['sql', 'python']",,"['etl', 'sql server']","['aws', 'lambda']",,,,this is an in person onsite role and there are no sponsorships or transfers availableeleven recruiting is seeking a skilled application developer to contribute to the development and management of our clients inhouse financial applications this role is located onsite in agoura hills ca it focuses on building robust and efficient solutions tailored to the needs of the finance department you will work within a team to develop maintain and enhance applications primarily leveraging sql server aws services and python this position requires a strong understanding of database management cloud infrastructure and backend developmentresponsibilitiesdevelop maintain and enhance inhouse financial applications using python and sql serverdesign implement and optimize database schemas and queries using microsoft sql serverensure data integrity performance and securityutilize aws services eg ec2 rds s3 lambda to build deploy and manage applications and data pipelinesbuild and maintain robust backend systems and apis to support financial applicationsdevelop and implement data processing and etl extract transform load processes using python and sqlwork closely with finance stakeholders business analysts and other developers to understand requirements and deliver effective solutionswrite clean maintainable and welldocumented codeconduct code reviews and ensure adherence to coding standards and best practicesdiagnose and resolve technical issues related to applications and databaseswrite and execute unit and integration tests to ensure application qualitydeploy and maintain applications in aws environmentsqualificationsbachelors degree or equivalent work experience3 years relevant experienceknowledge of design patterns refactoring and unit testingknowledge of agile methodologies such as extreme programming xp and scrum is helpfulproven experience in developing and maintaining databasedriven applicationsexperience working with aws cloud servicesstrong python and sql skillsdesired expertisestrong proficiency in designing implementing and optimizing sql server databaseshandson experience with aws services including ec2 rds s3 lambdasolid understanding of python programming for backend development data processing and scriptingability to design and implement efficient database schemasexpertise in writing complex sql queries stored procedures and functionsexperience in building and consuming restful apisproficient in using git for version controlstrong analytical and problemsolving skillseffective communication and interpersonal skills bonus skills plusexperience with ruby on rails frameworkunderstanding of financial processes and applicationsexperience with etl tools and data warehousing conceptsfamiliarity with cicd pipelines and infrastructure as codeexperience with other database solutions show more show less,
4186059616,0,xAI,"Palo Alto, CA",AI Engineer & Researcher - Post-training,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",0.0,[],310000,['python'],"['reinforcement learning', 'jax']",,,,,,about x aix ais mission is to create ai systems that can accurately understand the universe and aid humanity in its pursuit of knowledgeour team is small highly motivated and focused on engineering excellence this organization is for individuals who appreciate challenging themselves and thrive on curiositywe operate with a flat organizational structure all employees are expected to be handson and to contribute directly to the companys mission leadership is given to those who show initiative and consistently deliver excellence work ethic and strong prioritization skills are importantall engineers and researchers are expected to have strong communication skills they should be able to concisely and accurately share knowledge with their teammates about the role the posttraining team at x ai transforms powerful pretrained models to become steerable versatile and capable of understanding and addressing realworld challengesas a posttraining researcherengineer you will enhance the models instructionfollowing capability and general usefulness to fulfill our mission developing ai systems that can accurately understand the universe create new knowledge and improve themselves through interactionsfocus creating and driving research agenda to advance model qualityimproving data mixtures by building data collection pipelines and developing data generation techniquescreating generalizable reward models and developing novel reinforcement learning algorithmsdesigning and implementing robust model evaluationsdesigning and implementing largescale model training frameworkscollaborating with pretraining reasoning data multimodal applied product efforts to push the frontiers of model capabilityideal experiences expert in ml and finetuning large language modelstrack record in leading research that significantly impacts ai advancementexperience in datadriven large language model behavior improvementsexperience in advanced reinforcement learning or inferencetime search techniquesexperience in developing benchmarks or largescale distributed machine learning systemsexperience in model optimizations under complex setups eg multimodality multicontext multiagent longhorizon tasks diverse user preferencefeedbacklocation the role is based in the bay area san francisco and palo alto candidates are expected to be located near the bay area or open to relocationtech stack python jax rust interview process after submitting your application the team reviews your cv and statement of exceptional work if your application passes this stage you will be invited to a 15minute interview phone interview during which a member of our team will ask some basic questions if you clear the initial phone interview you will enter the main process which consists of four technical interviewscoding assessment in a language of your choice2 x posttraining technical sessions these sessions will be testing your ability to formulate design and solve concrete problems in posttraining it can be research or engineering depending on backgroundexperience meet the team present your past exceptional work and your vision with x ai to a small audienceour goal is to finish the main process within one week all interviews will be conducted via google meetannual salary range180000 440000 usd x ai is an equal opportunity employer and does not unlawfully discriminate based on race color religion ethnicity ancestry national origin sex including pregnancy childbirth or related medical conditions sexual orientation gender gender identity gender expression age disability medical conditions genetic information marital status military or veteran status or any other applicable legally protected characteristics qualified applicants with arrest or conviction records will be considered for employment in accordance with all applicable federal state and local laws including the san francisco fair chance ordinance los angeles county fair chance ordinance for employers and the california fair chance act for los angeles county unincorporated candidatesx ai reasonably believes that criminal history may have a direct adverse and negative relationship on the following job duties potentially resulting in the withdrawal of a conditional offer of employment access to information technology systems and confidential information including proprietary and trade secret information andor user datainteracting with internal andor external clients and colleagues and exercising sound judgmentcalifornia consumer privacy act ccpa notice show more show less,
4185607126,0,"Kong Studios, Inc.","Los Angeles, CA",Animation Programmer,Entry level,Full-time,Engineering and Information Technology,Computer Games,3.0,[],0,['python'],,,,,,,what makes us kong studioskong studios is a game development company that was founded in silicon valley usa in 2013 following the success of guardian tales the company achieved unicorn status with a corporate valuation of approximately 1 billion usd through series b funding in august 2021 kong studios has always strived to reduce the gap between narrative and gameplay and is constantly working to create the best games where the rich narrative becomes a part of gameplaythere are many passionate and talented individuals at kong studios we are people who take initiative approach development and communication with a collaborative attitude and do not get discouraged by small failures the desire to create the best without compromise has led kong studios games to a higher levelproject osproject os is a new project being developed by kong studios us headquarters for the first time since guardian tales it is undergoing preproduction at a workspace in seoul koreathe new project is a 3d sandbox game with an emphasis on narrative based on unreal engine 5 which will be released on pc and nextgeneration console platforms the goal of the project is to go beyond the limits of traditional npr nonphotorealistic rendering by implementing graphics similar to japanese animation in 3dthe developers leading the initial development of project os include the director and the art director who led the success of guardian tales and the executive producer who has newly joined kong studios veteran developers are continuing to join and take part in the initial developmentled by kong studios headquarters located in one of the worlds leading it hubs project os is the perfect opportunity to work with talented developers around the worldcurrent stagebased on the proven factors through poc we are thoroughly preparing our production capabilities and establishing production processes by repeating and refining multiple experimentswe are validating gameplay and other components through the prototype phase and establishing an iterative development processwe have achieved remarkable results through repeated experiments on animation look graphics and production methods but we are continuing to research and develop various highlevel processes since productivity is as important as qualitythe preproduction phase has begun to create an openworld filled with adventure and genuine enjoymentwe are investing heavily in expanding our development infrastructure so that development will feel effortless even when many developers work simultaneously in the main production phase in an openworld development environmentwhat we do we are looking for a graphics engineer to develop the rendering and animation aspects for project os the future that project os envisions cannot be realized without a strong foundation of graphics engineering technologythe graphics of project os are implemented based on unreal engine 5 and you must understand graphics principles have excellent software engineering skills and not be stuck in a fixed mindset as we tackle the challenges of animation look renderingin particular the animation programmer will implement and develop tasks that integrate with content production involving common subjects such as motion graph physics based animation morph target and softrigid body dynamics as well as other subjects such as limited animation animation look facial animation and motion matchingalong with your accumulated experience as a graphics engineer if you have the motivation to challenge the pinnacle of npr with animation look rendering or implement unique animation technologies to set new standards in the industry you will find what you are looking for at project osthe founders of kong studios are people who studied graphics in academia and have a deep understanding of graphics engineering we can help complete highlevel graphics in various ways such as working with academia or collaborating with a wider pool of talent at the us headquarters we will also spare no support for attending conferences or presentationsall applicants may be promoted to lead or principal roles or assigned to other positions through sufficient mutual agreement based on interview results what youll do roles responsibilities collaborate with animators game designers graphicsphysics programmers and others to produce highlevel results for combat movement dynamic issues and cinematic animationsunderstand the requirements of the animation deliverables for the project and solve challenging problems in an elegant manner with animators gameplay programmers ai programmers and otherssupport animators and game designers to make full use of the animation system in the unreal engine lead improvements to existing systems and develop plugins or modify the engine to expand its functionality as neededparticipate in game development with a passion to manage various subjects such as animation look facial animation physics based animation limited animation and softbody physics with the teamcontinuously optimize data and animation pipelines to manage thousands and millions of animations anim notify and various morph targets efficientlyqualifications3 years of game development experience as a 3d animation programmer relevant industry experience or research experience satisfying at least one of the requirements strong c programming skills and multithreaded programming ability comprehensive understanding of the technologies required for the implementation of modern character animation blendtrees hsfms ik motion graph etcability to understand the complex architecture of the unreal engine and improveexpand the rendering pipeline accurate understanding of what happens inside gpus and cpus and the interactions between them knowledge and proficient application skills in 3d mathematics rendering algorithms and dataspace structures development skills focused on performance and intuition estimation and databased optimization skills proactive problemsolving skills and selfmotivation to take on new tasks bonus skills openworld game development experience experience with procedural animation or vat creation using houdini experience with dcc tool scripting using vex mel python or other languages experience with projects utilizing physics based animation special talents that can make a difference in the outcome of game development fluency in conversational japanese degree in computer graphics what makes us kong studios project os current stage what we do what youll do benefits and perks required documents show more show less,
